2.6465,0.083897,1,1
2.6465,0.038317,1,2
2.6465,0.049723,2,3
2.6465,0.030045,1,4
2.6667,0.089568,1,1
2.6667,0.039362,1,2
2.6667,0.056471,2,3
2.6667,0.032096,1,4
2.6869,0.095677,1,1
2.6869,0.028792,1,2
2.6869,0.046229,2,3
2.6869,0.030904,1,4
2.7071,0.066461,1,1
2.7071,0.025331,1,2
2.7071,0.041622,2,3
2.7071,0.023518,1,4
2.7273,0.071838,1,1
2.7273,0.025005,1,2
2.7273,0.043599,2,3
2.7273,0.02415,1,4
2.7475,0.071783,1,1
2.7475,0.027359,1,2
2.7475,0.041736,2,3
2.7475,0.025964,1,4
2.7677,0.076528,1,1
2.7677,0.025851,1,2
2.7677,0.037788,2,3
2.7677,0.027785,1,4
2.7879,0.08553,1,1
2.7879,0.025832,1,2
2.7879,0.042625,2,3
2.7879,0.02629,1,4
2.8081,0.068618,1,1
2.8081,0.025443,1,2
2.8081,0.039556,2,3
2.8081,0.025792,1,4
2.8283,0.074174,1,1
2.8283,0.026782,1,2
2.8283,0.045508,2,3
2.8283,0.024781,1,4
2.8485,0.08111,1,1
2.8485,0.027169,1,2
2.8485,0.040311,2,3
2.8485,0.025154,1,4
2.8687,0.063889,1,1
2.8687,0.027386,1,2
2.8687,0.038403,2,3
2.8687,0.023379,1,4
2.8889,0.066524,1,1
2.8889,0.026842,1,2
2.8889,0.041505,2,3
2.8889,0.023696,1,4
2.9091,0.067932,1,1
2.9091,0.026802,1,2
2.9091,0.04089,2,3
2.9091,0.024721,1,4
2.9293,0.079992,1,1
2.9293,0.027272,1,2
2.9293,0.041988,2,3
2.9293,0.024377,1,4
2.9495,0.096018,1,1
2.9495,0.027175,1,2
2.9495,0.03914,2,3
2.9495,0.025663,1,4
2.9697,0.066577,1,1
2.9697,0.023169,1,2
2.9697,0.041613,2,3
2.9697,0.02277,1,4
2.9899,0.078035,1,1
2.9899,0.024003,1,2
2.9899,0.037622,2,3
2.9899,0.029339,1,4
3.0101,0.074428,1,1
3.0101,0.023543,1,2
3.0101,0.042521,2,3
3.0101,0.025114,1,4
3.0303,0.072989,1,1
3.0303,0.024132,1,2
3.0303,0.038683,2,3
3.0303,0.022978,1,4
3.0505,0.068397,1,1
3.0505,0.024968,1,2
3.0505,0.040687,2,3
3.0505,0.02294,1,4
3.0707,0.067952,1,1
3.0707,0.024475,1,2
3.0707,0.03881,2,3
3.0707,0.026283,1,4
3.0909,0.073241,1,1
3.0909,0.02576,1,2
3.0909,0.040306,2,3
3.0909,0.023614,1,4
3.1111,0.066684,1,1
3.1111,0.024625,1,2
3.1111,0.039981,2,3
3.1111,0.024702,1,4
3.1313,0.076827,1,1
3.1313,0.025823,1,2
3.1313,0.047638,2,3
3.1313,0.031704,1,4
3.1515,0.085585,1,1
3.1515,0.027781,1,2
3.1515,0.044042,2,3
3.1515,0.030693,1,4
3.1717,0.08244,1,1
3.1717,0.030548,1,2
3.1717,0.040287,2,3
3.1717,0.035435,1,4
3.1919,0.093177,1,1
3.1919,0.028417,1,2
3.1919,0.04602,2,3
3.1919,0.026063,1,4
3.2121,0.069018,1,1
3.2121,0.025151,1,2
3.2121,0.055187,2,3
3.2121,0.025496,1,4
3.2323,0.077367,1,1
3.2323,0.025302,1,2
3.2323,0.039456,2,3
3.2323,0.024462,1,4
3.2525,0.065775,1,1
3.2525,0.026383,1,2
3.2525,0.041109,2,3
3.2525,0.02702,1,4
3.2727,0.088269,1,1
3.2727,0.026266,1,2
3.2727,0.0442,2,3
3.2727,0.023755,1,4
3.2929,0.075093,1,1
3.2929,0.025981,1,2
3.2929,0.046143,2,3
3.2929,0.027066,1,4
3.3131,0.077401,1,1
3.3131,0.026796,1,2
3.3131,0.04459,2,3
3.3131,0.024315,1,4
3.3333,0.084567,1,1
3.3333,0.024742,1,2
3.3333,0.043251,2,3
3.3333,0.031687,1,4
3.3535,0.077935,1,1
3.3535,0.027994,1,2
3.3535,0.040948,2,3
3.3535,0.026038,1,4
3.3737,0.080927,1,1
3.3737,0.028419,1,2
3.3737,0.045819,2,3
3.3737,0.023997,1,4
3.3939,0.068787,1,1
3.3939,0.026598,1,2
3.3939,0.04487,2,3
3.3939,0.025381,1,4
3.4141,0.060769,1,1
3.4141,0.028404,1,2
3.4141,0.043308,2,3
3.4141,0.024833,1,4
3.4343,0.06415,1,1
3.4343,0.026661,1,2
3.4343,0.043566,2,3
3.4343,0.027127,1,4
3.4545,0.06853,1,1
3.4545,0.027349,1,2
3.4545,0.046728,2,3
3.4545,0.028233,1,4
3.4747,0.080053,1,1
3.4747,0.02685,1,2
3.4747,0.039162,2,3
3.4747,0.022808,1,4
3.4949,0.072116,1,1
3.4949,0.0273,1,2
3.4949,0.040261,2,3
3.4949,0.026643,1,4
3.5152,0.069389,1,1
3.5152,0.027302,1,2
3.5152,0.042328,2,3
3.5152,0.027489,1,4
3.5354,0.071896,1,1
3.5354,0.027677,1,2
3.5354,0.043581,2,3
3.5354,0.025452,1,4
3.5556,0.070804,1,1
3.5556,0.027166,1,2
3.5556,0.04179,2,3
3.5556,0.024081,1,4
3.5758,0.069507,1,1
3.5758,0.027365,1,2
3.5758,0.036341,2,3
3.5758,0.02876,1,4
3.596,0.069289,1,1
3.596,0.037451,1,2
3.596,0.04362,2,3
3.596,0.023131,1,4
3.6162,0.071191,1,1
3.6162,0.02698,1,2
3.6162,0.041187,2,3
3.6162,0.026121,1,4
3.6364,0.073536,1,1
3.6364,0.028172,1,2
3.6364,0.040977,2,3
3.6364,0.025303,1,4
3.6566,0.072623,1,1
3.6566,0.026934,1,2
3.6566,0.04239,2,3
3.6566,0.025041,1,4
3.6768,0.071348,1,1
3.6768,0.028232,1,2
3.6768,0.043563,2,3
3.6768,0.024179,1,4
3.697,0.07511,1,1
3.697,0.027028,1,2
3.697,0.044732,2,3
3.697,0.025338,1,4
3.7172,0.072428,1,1
3.7172,0.026828,1,2
3.7172,0.04068,2,3
3.7172,0.025207,1,4
3.7374,0.072386,1,1
3.7374,0.026791,1,2
3.7374,0.046007,2,3
3.7374,0.02352,1,4
3.7576,0.07487,1,1
3.7576,0.027881,1,2
3.7576,0.041326,2,3
3.7576,0.024957,1,4
3.7778,0.076331,1,1
3.7778,0.026559,1,2
3.7778,0.039417,2,3
3.7778,0.023456,1,4
3.798,0.08322,1,1
3.798,0.027588,1,2
3.798,0.040114,2,3
3.798,0.025689,1,4
3.8182,0.071133,1,1
3.8182,0.027508,1,2
3.8182,0.04178,2,3
3.8182,0.023326,1,4
3.8384,0.070804,1,1
3.8384,0.026768,1,2
3.8384,0.042294,2,3
3.8384,0.024305,1,4
3.8586,0.06338,1,1
3.8586,0.027993,1,2
3.8586,0.044433,2,3
3.8586,0.023637,1,4
3.8788,0.074629,1,1
3.8788,0.028013,1,2
3.8788,0.039028,2,3
3.8788,0.022444,1,4
3.899,0.071567,1,1
3.899,0.026803,1,2
3.899,0.04313,2,3
3.899,0.029462,1,4
3.9192,0.075493,1,1
3.9192,0.027154,1,2
3.9192,0.041429,2,3
3.9192,0.023618,1,4
3.9394,0.075716,1,1
3.9394,0.027252,1,2
3.9394,0.040215,2,3
3.9394,0.024836,1,4
3.9596,0.066974,1,1
3.9596,0.026982,1,2
3.9596,0.041301,2,3
3.9596,0.024,1,4
3.9798,0.067993,1,1
3.9798,0.027698,1,2
3.9798,0.039653,2,3
3.9798,0.024876,1,4
4,0.066786,1,1
4,0.027617,1,2
4,0.039215,2,3
4,0.024592,1,4
